Job_N,Model_FU.,Empirical_FU.,App.Cry.str.,Lat. a[A],Lat. b[A],Lat. c[A],Vol.[A3],Den.[cm3/g],VASP.E[eV/atom],Form.E[eV/atom],Coh.E[eV/atom],ZPE[kJ/mol],DebyeT.[K],Bulk(B_V)[GPa],Shear(G_V)[GPa],Young(E_V)[GPa],Bulk(B_R)[GPa],Shear(G_R)[GPa],Young(E_R)[GPa],Bulk(B_H)[GPa],Shear(G_H)[GPa],Young(E_H)[GPa],Hv:Super-hard(>5GPa),Hv:Polycrystalline,Hv:Single-crystal,F.Toughness(MPam1/2),Melting_P.[K],Min. TC:[W/mK],Poisson's_R,Pugh's_C.[G/B],D/B:,N-Cauchy_P.[GPa],D/B:,Born's_Stability,A(U):Universal_Anisotropy,A(B):Percent_Bulk_Anisotropy,A(G):Percent_Shear_Anisotropy,A(Z):Zener_Anisotropy,A(1):Shear_Anisotropy,A(2):Shear_Anisotropy,A(3):Shear_Anisotropy,Lame's(Lammda)[GPa],Lame's(Mu)[GPa],V_trans[m/s],V_longi[m/s],V_mean[m/s],C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,S11,S12,S13,S14,S15,S16,S21,S22,S23,S24,S25,S26,S31,S32,S33,S34,S35,S36,S41,S42,S43,S44,S45,S46,S51,S52,S53,S54,S55,S56,S61,S62,S63,S64,S65,S66
229_24,C10Hf2Nb2Ta2Ti2Zr2,ZrHfTiTaNbC5,Orthorhombic,7.158596,7.152931,4.551021,233.034613,9.285,-203.99783,-0.685,-8.073,62.27,665.7,262.82,197.61,474.03,262.81,193.74,466.58,262.82,195.68,470.3,27.596,28.046,29.548,3.414555411,2848.56,2.7787,0.202,0.745,Brittle,44.25,Brittle,stable,0.0999,0,0.0099,N_def.,0.7982,0.7831,0.9124,132.61,195.63,4591,7510,5069,546.69,134.5,110.27,0.06,0.01,-29.7,134.5,553.02,103.25,0.06,0.01,31.68,110.27,103.25,569.66,0.07,0.01,-1.01,0.06,0.06,0.07,178.75,-0.81,0,0.01,0.01,0.01,-0.81,179.37,0,-29.7,31.68,-1.01,0,0,189.49,0.0020253,-0.0004574,-0.0003084,-0.0000004,-0.0000001,0.0003922,-0.0004574,0.0019939,-0.0002736,-0.0000004,-0.0000001,-0.0004065,-0.0003084,-0.0002736,0.0018647,-0.0000005,-0.0000001,0.0000073,-0.0000004,-0.0000004,-0.0000005,0.0055945,0.0000252,0,-0.0000001,-0.0000001,-0.0000001,0.0000252,0.0055751,0,0.0003922,-0.0004065,0.0000073,0,0,0.0054067
229_79,C10Hf2Ti2Ta2Zr2Mo2,ZrHfTiTaMoC5,Orthorhombic,7.118815,7.129741,4.512664,229.04166,9.491,-202.583056,-0.542,-7.858,60.13,642.8,262.2,185.73,450.75,261.92,181.85,443.03,262.06,183.79,446.89,24.633,24.871,27.752,3.29489861,2799.06,2.7095,0.216,0.701,Brittle,14.46,Brittle,stable,0.1078,0.0005,0.0106,N_def.,0.7484,0.7707,1.0451,139.76,183.75,4401,7311,4867,525.14,149.01,115.61,0,0,-23.79,149.01,501.27,112.19,0,0,23.2,115.61,112.19,579.76,0,0,-1.82,0,0,0,163.47,-0.58,0,0,0,0,-0.58,165.06,0,-23.79,23.2,-1.82,0,0,190.31,0.0021552,-0.0005857,-0.0003154,0,0,0.0003378,-0.0005857,0.0022571,-0.0003211,0,0,-0.0003514,-0.0003154,-0.0003211,0.0018499,0,0,0.0000174,0,0,0,0.0061173,0.0000214,0,0,0,0,0.0000214,0.0060585,0,0.0003378,-0.0003514,0.0000174,0,0,0.0053397
242_3754,C20Zr4Ta4Ti4Hf4Tc4,ZrHfTiTaTcC5,Orthorhombic,7.099577,7.119235,9.032233,456.516365,9.567,-399.74544,-0.465,-7.851,56.87,608,247.86,166.87,408.85,247.57,163.03,401.05,247.71,164.95,404.95,21.526,21.64,24.907,3.033057587,2617.14,4.0864,0.228,0.666,Brittle,16.72,Brittle,stable,0.1189,0.0006,0.0116,N_def.,0.7554,0.7947,0.9319,138.21,164.88,4153,6992,4599,500.09,126.61,124.84,-9.86,-0.64,-30.6,126.61,480.21,119.48,-5.86,-4.14,22.12,124.84,119.48,508.58,8.22,-2.47,-3.6,-9.86,-5.86,8.22,143.33,-5.09,3.73,-0.64,-4.14,-2.47,-5.09,148.97,0.52,-30.6,22.12,-3.6,3.73,0.52,169.4,0.0022688,-0.0005092,-0.0004364,0.000148,-0.0000082,0.0004638,-0.0005092,0.0023442,-0.0004299,0.0000983,0.0000607,-0.0004096,-0.0004364,-0.0004299,0.0021774,-0.0001726,0.0000163,0.0000273,0.000148,0.0000983,-0.0001726,0.0070134,0.0002408,-0.0001452,-0.0000082,0.0000607,0.0000163,0.0002408,0.0067233,-0.0000352,0.0004638,-0.0004096,0.0000273,-0.0001452,-0.0000352,0.0060445
229_81,C10Hf2Ti2Ta2Zr2Ru2,ZrHfTiTaRuC5,Orthorhombic,7.083995,7.160376,4.491571,227.829643,9.616,-195.96707,-0.381,-7.781,55.68,595.3,257.4,160.45,398.55,257.05,155.72,388.67,257.22,158.09,393.61,19.079,18.896,23.872,3.024832094,2603.55,2.5342,0.245,0.615,Brittle,1.81,Brittle,stable,0.1532,0.0007,0.015,N_def.,0.7402,0.8047,0.8913,151.88,158.08,4056,6978,4500,485.84,140.44,122.55,0.01,0.01,-32.98,140.44,483.09,146.83,0,0.01,32.73,122.55,146.83,528.02,0.02,0.01,-0.42,0.01,0,0.02,142.25,-3.26,0,0.01,0.01,0.01,-3.26,144.33,0,-32.98,32.73,-0.42,0,0,153.32,0.0023764,-0.0006192,-0.0003789,-0.0000001,-0.0000001,0.0006424,-0.0006192,0.0024591,-0.0005406,0,0,-0.0006597,-0.0003789,-0.0005406,0.0021322,-0.0000003,-0.0000001,0.0000397,-0.0000001,0,-0.0000003,0.0070337,0.0001587,0.0000001,-0.0000001,0,-0.0000001,0.0001587,0.0069321,-0.0000001,0.0006424,-0.0006597,0.0000397,0.0000001,-0.0000001,0.0068016
229_82,C10Hf2Ti2Ta2Zr2Rh2,ZrHfTiTaRhC5,Monoclinic,7.104458,7.140677,4.531191,229.859878,9.558,-191.650968,-0.363,-7.648,53.42,571.1,243.72,149.65,372.66,242.98,140.91,354.25,243.35,145.28,363.45,17.375,17.128,21.937,2.824603244,2444.22,2.4278,0.251,0.597,Brittle,6.32,Brittle,stable,0.3132,0.0015,0.0301,N_def.,N_def.,N_def.,N_def.,146.43,145.26,3899,6763,4330,441.16,137.1,119,0.01,0.02,-35.47,137.1,489.84,119.54,0.01,-0.11,27.73,119,119.54,511.16,0.01,-0.12,-1.28,0.01,0.01,0.01,143.42,6.18,0,0.02,-0.11,-0.12,6.18,102.94,0.02,-35.47,27.73,-1.28,0,0.02,146.36,0.0026629,-0.0006767,-0.0004597,0,-0.000002,0.0007695,-0.0006767,0.0023625,-0.0003965,-0.0000002,0.0000024,-0.0006151,-0.0004597,-0.0003965,0.0021561,-0.0000002,0.0000021,-0.0000174,0,-0.0000002,-0.0000002,0.0069906,-0.0004194,0.0000001,-0.000002,0.0000024,0.0000021,-0.0004194,0.0097391,-0.0000024,0.0007695,-0.0006151,-0.0000174,0.0000001,-0.0000024,0.0071355
229_83,C10Hf2Ti2Ta2Zr2Pd2,ZrHfTiTaPdC5,Monoclinic,7.098613,7.183166,4.570662,233.046895,9.477,-185.668552,-0.268,-7.33,50.72,542.2,231.99,135,339.2,229.23,126.4,320.33,230.61,130.7,329.77,15.203,14.813,19.736,2.614041126,2395.98,2.3005,0.262,0.567,Ductile,7.98,Brittle,stable,0.3522,0.006,0.0329,N_def.,N_def.,N_def.,N_def.,143.83,130.65,3714,6537,4129,442.49,129.83,112.95,0,0,-44.37,129.83,437.51,123,0,0,-4.1,112.95,123,476.34,0,0,-1.5,0,0,0,137.81,0.58,0,0,0,0,0.58,92.38,0,-44.37,-4.1,-1.5,0,0,114.62,0.00267,-0.0006532,-0.0004613,0,0,0.001004,-0.0006532,0.0026252,-0.0005235,0,0,-0.0001658,-0.0004613,-0.0005235,0.0023434,0,0,-0.0001666,0,0,0,0.0072564,-0.0000458,0,0,0,0,-0.0000458,0.0108255,0,0.001004,-0.0001658,-0.0001666,0,0,0.0091047
229_84,C10Hf2Ti2Ta2Zr2Ag2,ZrHfTiTaAgC5,Monoclinic,7.127462,7.403503,4.553253,240.237047,9.213,-177.057319,-0.088,-7.026,44.32,473.9,215.78,105.43,271.98,203.37,90.94,237.43,209.57,98.18,254.7,9.982,9.038,14.825,2.17075629,2144.41,2.0092,0.297,0.468,Ductile,-19.05,Ductile,stable,0.8577,0.0296,0.0738,N_def.,N_def.,N_def.,N_def.,143.65,98.19,3265,6079,3645,398.35,121.67,124.7,0.05,0,-27.95,121.67,268.57,192.71,-0.06,0,-35.27,124.7,192.71,396.91,-0.08,0,24.3,0.05,-0.06,-0.08,102.62,-1.78,0.03,0,0,0,-1.78,112.77,0,-27.95,-35.27,24.3,0.03,0,103.5,0.0029966,-0.0008741,-0.0005564,-0.0000027,-0.0000001,0.0006421,-0.0008741,0.0067786,-0.0031893,0.0000009,0,0.0028228,-0.0005564,-0.0031893,0.0043814,0.0000026,0.0000001,-0.0022659,-0.0000027,0.0000009,0.0000026,0.0097475,0.0001539,-0.0000038,-0.0000001,0,0.0000001,0.0001539,0.0088703,0,0.0006421,0.0028228,-0.0022659,-0.0000038,0,0.0113295
229_85,C10Hf2Ti2Ta2Zr2Cd2,ZrHfTiTaCdC5,Monoclinic,7.182075,7.442807,4.574683,244.528472,9.113,-173.290912,-0.096,-6.856,50.88,543.9,213.74,132.12,328.64,212.23,130.14,324.16,212.98,131.13,326.4,16.745,16.665,19.801,2.536512548,2227.59,2.2593,0.245,0.616,Brittle,2.37,Brittle,stable,0.0832,0.0035,0.0075,N_def.,N_def.,N_def.,N_def.,125.94,131.08,3794,6525,4210,396.4,130.17,114.02,0.06,-0.05,-4.24,130.17,361.66,110.46,0.09,-0.05,-9.22,114.02,110.46,456.26,0.08,-0.05,-5.99,0.06,0.09,0.08,132.54,-0.48,-0.01,-0.05,-0.05,-0.05,-0.48,114.99,0.01,-4.24,-9.22,-5.99,-0.01,0.01,126.51,0.0029717,-0.0009099,-0.0005222,-0.0000004,0.0000008,0.0000085,-0.0009099,0.0032686,-0.0005616,-0.0000015,0.0000006,0.0001811,-0.0005222,-0.0005616,0.0024589,-0.0000009,0.0000006,0.000058,-0.0000004,-0.0000015,-0.0000009,0.0075449,0.0000316,0.0000007,0.0000008,0.0000006,0.0000006,0.0000316,0.0086965,-0.0000004,0.0000085,0.0001811,0.000058,0.0000007,-0.0000004,0.0079207
229_121,C10Hf2Ti2Ta2Zr2Lu2,ZrTiTaHfLuC5,Orthorhombic,7.276743,7.29414,4.611904,244.785422,9.952,-191.397874,-0.631,-7.734,54.8,585.8,224.57,168.84,405.02,224.55,166.91,401.31,224.56,167.88,403.16,24.872,25.518,25.35,2.947530261,2462.14,2.3906,0.201,0.748,Brittle,43.12,Brittle,stable,0.0579,0,0.0057,N_def.,0.8195,0.804,0.9257,112.83,167.84,4107,6713,4535,461.54,109.92,98.45,-0.01,0.01,-14.39,109.92,472.85,93.8,-0.01,0,18.4,98.45,93.8,482.35,-0.01,0.01,0.37,-0.01,-0.01,-0.01,153.04,0.8,0,0.01,0,0.01,0.8,154.29,0,-14.39,18.4,0.37,0,0,165.36,0.0023735,-0.0004844,-0.0003904,0,-0.0000001,0.0002613,-0.0004844,0.0023084,-0.0003498,0.0000001,0,-0.0002982,-0.0003904,-0.0003498,0.0022209,0.0000001,-0.0000001,0,0,0.0000001,0.0000001,0.0065346,-0.0000337,0,-0.0000001,0,-0.0000001,-0.0000337,0.0064813,-0.0000001,0.0002613,-0.0002982,0,0,-0.0000001,0.0061032
229_122,C10Hf2Ti2Ta2Zr2W2,ZrTiTaHfWC5,Orthorhombic,7.115009,7.129778,4.512397,228.906324,10.772,-206.639676,-0.543,-8.069,57.65,616.4,269.32,194.38,470.05,268.95,189.37,460.12,269.13,191.87,465.08,25.889,26.154,28.972,3.411320777,2923.67,2.5795,0.212,0.713,Brittle,18.45,Brittle,stable,0.1337,0.0007,0.0131,N_def.,0.707,0.7505,1.0376,141.23,191.86,4221,6982,4666,553.59,146.75,112.42,0,0,-29.73,146.75,519.72,113.13,0,0,23.65,112.42,113.13,605.93,0,0,-1.51,0,0,0,165.2,-0.01,0,0,0,0,-0.01,168.75,0,-29.73,23.65,-1.51,0,0,202.29,0.0020212,-0.0005269,-0.0002757,0,0,0.0003566,-0.0005269,0.0021544,-0.0003053,0,0,-0.0003316,-0.0002757,-0.0003053,0.0017585,0,0,0.0000083,0,0,0,0.0060533,0.0000004,0,0,0,0,0.0000004,0.005926,0,0.0003566,-0.0003316,0.0000083,0,0,0.0050346
244_2330,C10Hf2Ti2Ta2Zr2Re2,ZrTiTaHfReC5,Orthorhombic,7.099287,7.165817,4.481476,227.982197,10.85,-203.400993,-0.434,-7.902,53.71,574.2,264.29,170.63,421.23,262.99,161.8,402.81,263.64,166.22,412.02,20.318,20.193,25.099,3.140454076,2783.76,2.4253,0.24,0.63,Brittle,-10.57,Ductile,stable,0.2778,0.0025,0.0266,N_def.,0.6105,0.7475,0.9733,153.36,166.14,3915,6690,4341,516.54,138.93,131.16,0.08,0.09,-30.44,138.93,482.69,126.2,0.01,-0.01,28.85,131.16,126.2,586.76,0.01,0.12,-9.67,0.08,0.01,0.01,128.36,-21.21,0.01,0.09,-0.01,0.12,-21.21,152.69,-0.03,-30.44,28.85,-9.67,0.01,-0.03,175.53,0.0022079,-0.0005676,-0.0003639,-0.0000015,-0.0000011,0.0004562,-0.0005676,0.0023677,-0.0003908,0.0000003,0.0000007,-0.0005091,-0.0003639,-0.0003908,0.0018714,0,-0.0000012,0.0001042,-0.0000015,0.0000003,0,0.0079737,0.0011076,-0.0000005,-0.0000011,0.0000007,-0.0000012,0.0011076,0.006703,0.0000006,0.0004562,-0.0005091,0.0001042,-0.0000005,0.0000006,0.0058656
229_124,C10Hf2Ti2Ta2Zr2Os2,ZrTiTaHfOsC5,Orthorhombic,7.074039,7.197368,4.479336,228.062316,10.904,-199.432956,-0.353,-7.874,52.62,562.5,264.88,163.96,407.75,264.41,156.19,391.49,264.64,160.08,399.62,18.894,18.638,24.172,3.087925905,2714.94,2.3814,0.248,0.605,Brittle,-20.65,Ductile,stable,0.2505,0.0009,0.0243,N_def.,0.6364,0.7896,0.9064,157.56,160.1,3832,6622,4253,502.77,153.3,118.75,0,0,-35.09,153.3,485.06,141.77,0,0,39.32,118.75,141.77,568.42,0,0,-3.57,0,0,0,132.65,-9.15,0,0,0,0,-9.15,151.99,0,-35.09,39.32,-3.57,0,0,154.37,0.0023241,-0.0007018,-0.0003061,0,0,0.0007,-0.0007018,0.0024887,-0.0004791,0,0,-0.0008046,-0.0003061,-0.0004791,0.0019433,0,0,0.0000974,0,0,0,0.0075701,0.0004556,0,0,0,0,0.0004556,0.006607,0,0.0007,-0.0008046,0.0000974,0,0,0.0068443
244_2331,C10Hf2Ti2Ta2Zr2Ir2,ZrTiTaHfIrC5,Orthorhombic,7.096254,7.17754,4.517055,230.062923,10.838,-194.422002,-0.343,-7.765,49.04,524.3,251.23,143.97,362.63,250.58,132.85,338.7,250.9,138.41,350.67,15.357,14.852,20.9,2.799863364,2475.72,2.2243,0.267,0.552,Ductile,-10.92,Ductile,stable,0.4211,0.0013,0.0402,N_def.,0.7898,0.507,0.9876,158.58,138.39,3574,6340,3976,448.14,155.03,118.23,-0.02,0.01,-33.33,155.03,464.28,141.96,-0.01,0.02,18.84,118.23,141.96,518.2,-0.02,0.02,7.18,-0.02,-0.01,-0.02,144.11,13.06,0,0.01,0.02,0.02,13.06,88.54,0,-33.33,18.84,7.18,0,0,148.72,0.0026661,-0.0007971,-0.0003998,0.0000002,0,0.0007178,-0.0007971,0.0025997,-0.0005236,0.0000001,-0.0000003,-0.0004826,-0.0003998,-0.0005236,0.0021662,0.0000002,-0.0000003,-0.0001279,0.0000002,0.0000001,0.0000002,0.0070334,-0.0010376,-0.0000001,0,-0.0000003,-0.0000003,-0.0010376,0.0114468,0.0000001,0.0007178,-0.0004826,-0.0001279,-0.0000001,0.0000001,0.006952
229_126,C10Hf2Ti2Ta2Zr2Pt2,ZrTiTaHfPtC5,Monoclinic,7.077495,7.176457,4.584122,232.806266,10.752,-187.752373,-0.284,-7.525,48.4,517.4,239.98,139.92,351.45,236.04,130,329.5,238.01,134.96,340.48,15.552,15.151,20.379,2.698117851,2504.42,2.1829,0.262,0.567,Ductile,0.78,Brittle,stable,0.3982,0.0083,0.0368,N_def.,N_def.,N_def.,N_def.,148.5,134.9,3543,6236,3939,473.92,142.24,115.25,0,0,-46.69,142.24,452.76,116.2,0,0.02,-14.05,115.25,116.2,485.77,0,0.01,-3.69,0,0,0,143.02,6.68,0,0,0.02,0.01,6.68,92.69,0.01,-46.69,-14.05,-3.69,0,0.01,117.62,0.0024976,-0.000646,-0.0004312,0,0.0000001,0.0009008,-0.000646,0.0025284,-0.0004513,0,-0.0000005,0.0000315,-0.0004312,-0.0004513,0.0022677,0,-0.0000001,-0.000154,0,0,0,0.0070156,-0.0005054,0.0000001,0.0000001,-0.0000005,-0.0000001,-0.0005054,0.0108254,-0.0000008,0.0009008,0.0000315,-0.000154,0.0000001,-0.0000008,0.0088582
229_127,C10Hf2Ti2Ta2Zr2Au2,ZrTiTaHfAuC5,Orthorhombic,7.099178,7.326126,4.612949,239.91189,10.459,-178.065098,-0.088,-7.078,42.23,451.4,212.02,107.72,276.35,192.34,95.05,244.81,202.18,101.38,260.58,11.034,10.284,15.308,2.166118454,2169.3,1.8975,0.285,0.501,Ductile,6.37,Brittle,stable,0.7688,0.0487,0.0625,N_def.,0.8946,1.0778,0.8111,134.4,101.39,3113,5680,3471,401.91,118.42,125.17,0,0,-49.79,118.42,281.74,165.51,0,0,-44.05,125.17,165.51,406.38,0,0,11.58,0,0,0,124.79,6.19,0,0,0,0,6.19,96.22,0,-49.79,-44.05,11.58,0,0,90.6,0.0030876,-0.0006344,-0.0007349,0,0,0.0014823,-0.0006344,0.0054498,-0.0020974,0,0,0.002569,-0.0007349,-0.0020974,0.003595,0,0,-0.001883,0,0,0,0.0080392,-0.0005174,0,0,0,0,-0.0005174,0.0104265,0,0.0014823,0.002569,-0.001883,0,0,0.0133419
7565,C8Ta2Ti2W2Zr2,ZrTiTaWC4,Monoclinic,6.323095,6.318899,4.467518,178.499651,10.269,-164.809178,-0.476,-8.069,48.31,645.6,286.98,200.58,488.03,286.87,193.2,473.34,286.92,196.89,480.69,25.235,25.291,29.73,5.639818604,2928.01,1.646,0.221,0.686,Brittle,-27.61,Ductile,stable,0.1914,0.0002,0.0187,N_def.,N_def.,N_def.,N_def.,155.92,196.84,4379,7316,4846,536.38,196.62,120.1,0,0,-9.5,196.62,540.89,114.43,0,0,-5.98,120.1,114.43,643.25,0,0,9.88,0,0,0,169.01,4.52,0,0,0,0,4.52,165.94,0,-9.5,-5.98,9.88,0,0,238.14,0.0021996,-0.0007393,-0.0002804,0,0,0.0000808,-0.0007393,0.0021706,-0.0002486,0,0,0.0000353,-0.0002804,-0.0002486,0.0016525,0,0,-0.000086,0,0,0,0.005921,-0.0001612,0,0,0,0,-0.0001612,0.0060306,0,0.0000808,0.0000353,-0.000086,0,0,0.004207
7430,C10Sc2Ta2Ti2W2Zr2,ZrTiTaWScC5,Triclinic,5.503338,5.502026,8.433507,227.34452,8.895,-198.72307,-0.515,-7.819,63.01,673.7,257.84,190.3,458.17,257.81,187.15,452.06,257.82,188.72,455.12,26.364,26.776,28.497,5.449391555,2617.02,1.6995,0.206,0.732,Brittle,52.43,Brittle,stable,0.0843,0.0001,0.0083,N_def.,N_def.,N_def.,N_def.,132.21,188.69,4605,7566,5087,502.66,133.23,138.58,-6.28,-19.39,12.11,133.23,520.95,124.99,-9.66,5.65,-28.43,138.58,124.99,503.36,18.44,14.72,13.45,-6.28,-9.66,18.44,185.66,16.02,7.74,-19.39,5.65,14.72,16.02,195.93,-8.06,12.11,-28.43,13.45,7.74,-8.06,193.16,0.0022707,-0.0004674,-0.0005155,0.000088,0.0002629,-0.0001679,-0.0004674,0.0021634,-0.000421,0.0001295,-0.0000724,0.0003688,-0.0005155,-0.000421,0.0022525,-0.0002385,-0.0001963,-0.0001852,0.000088,0.0001295,-0.0002385,0.0054655,-0.0004325,-0.0002069,0.0002629,-0.0000724,-0.0001963,-0.0004325,0.0051911,0.0002204,-0.0001679,0.0003688,-0.0001852,-0.0002069,0.0002204,0.0052723
7428,C10V2Ta2Ti2W2Zr2,ZrTiTaWVC5,Triclinic,5.415815,5.417002,8.258189,215.987557,9.455,-202.444173,-0.427,-7.85,61.83,661,271.51,188.29,458.8,271.13,183.58,449.32,271.32,185.93,454.06,24.192,24.312,28.075,5.501575714,2633.08,1.7037,0.221,0.685,Brittle,17.5,Brittle,stable,0.1297,0.0007,0.0127,N_def.,N_def.,N_def.,N_def.,147.28,185.94,4435,7412,4908,507.82,159.16,146.08,-7.45,-31.41,7.92,159.16,530.62,145.46,-13.59,11.94,-35.4,146.08,145.46,503.75,15.19,7.15,16.94,-7.45,-13.59,15.19,176.66,14.83,8.74,-31.41,11.94,7.15,14.83,202.03,-14.47,7.92,-35.4,16.94,8.74,-14.47,198.91,0.0023235,-0.000572,-0.0005122,0.0000707,0.000399,-0.0001248,-0.000572,0.0022304,-0.0004959,0.0001838,-0.0001852,0.0004404,-0.0005122,-0.0004959,0.0022945,-0.0002328,-0.0001332,-0.0002627,0.0000707,0.0001838,-0.0002328,0.0057454,-0.0004301,-0.0002341,0.000399,-0.0001852,-0.0001332,-0.0004301,0.0050841,0.0003513,-0.0001248,0.0004404,-0.0002627,-0.0002341,0.0003513,0.0051691
7452,C10Cr2Ta2Ti2W2Zr2,ZrTiTaWCrC5,Triclinic,5.400699,5.419935,8.227277,214.477211,9.538,-200.906853,-0.297,-7.589,60.58,647.6,268.99,181.64,444.8,268.77,176.28,433.96,268.88,178.96,439.38,22.805,22.844,27.023,5.36686611,2637.08,1.6765,0.228,0.666,Brittle,13.24,Brittle,stable,0.1528,0.0004,0.015,N_def.,N_def.,N_def.,N_def.,149.96,178.9,4333,7296,4798,511.97,155.2,150.08,-6.11,-18.19,12.46,155.2,509.71,145.28,-12.35,18.72,-36.46,150.08,145.28,498.11,20.96,11.11,15.57,-6.11,-12.35,20.96,168.44,24.59,11.03,-18.19,18.72,11.11,24.59,190.13,-5.64,12.46,-36.46,15.57,11.03,-5.64,193.22,0.0022982,-0.0005729,-0.0005285,0.0000785,0.0002907,-0.0002097,-0.0005729,0.002338,-0.0005283,0.0002228,-0.0002681,0.0005001,-0.0005285,-0.0005283,0.0023441,-0.0003192,-0.0001013,-0.0002392,0.0000785,0.0002228,-0.0003192,0.0061328,-0.0007981,-0.0003108,0.0002907,-0.0002681,-0.0001013,-0.0007981,0.0054272,0.0001429,-0.0002097,0.0005001,-0.0002392,-0.0003108,0.0001429,0.0053247
7541,C10Mn2Ta2Ti2W2Zr2,ZrTiTaWMnC5,Triclinic,5.395322,5.425675,8.207109,213.989634,9.605,-198.638102,-0.236,-7.504,57.72,617.1,260.23,165.95,410.58,259.84,159.83,397.91,260.04,162.89,404.24,19.884,19.75,24.596,5.033453718,2555.06,1.6048,0.241,0.626,Brittle,-3.54,Ductile,stable,0.193,0.0007,0.0188,N_def.,N_def.,N_def.,N_def.,151.55,162.87,4119,7051,4568,495.47,153.56,153.49,-10.59,-24.67,9.87,153.56,480.82,137.64,-11.03,15.34,-29.65,153.49,137.64,476.43,25.99,4.6,8.68,-10.59,-11.03,25.99,150.02,26.59,13.18,-24.67,15.34,4.6,26.59,178.95,-7.64,9.87,-29.65,8.68,13.18,-7.64,164.78,0.0024271,-0.0006211,-0.0006121,0.0001864,0.0003664,-0.0002228,-0.0006211,0.0024756,-0.0005341,0.0002418,-0.0002997,0.0004775,-0.0006121,-0.0005341,0.0024804,-0.0004925,-0.0000357,-0.0001523,0.0001864,0.0002418,-0.0004925,0.0070164,-0.0010486,-0.0005516,0.0003664,-0.0002997,-0.0000357,-0.0010486,0.0058332,0.0002802,-0.0002228,0.0004775,-0.0001523,-0.0005516,0.0002802,0.0062331
7451,C10Fe2Ta2Ti2W2Zr2,ZrTiTaWFeC5,Triclinic,5.441626,5.391972,8.174993,213.958854,9.621,-195.933574,-0.176,-7.553,55.03,588.4,249.82,150.43,375.84,248.79,145.36,365,249.3,147.89,370.42,17.461,17.18,22.331,4.695900875,2346.77,1.5351,0.252,0.593,Brittle,-20.7,Ductile,stable,0.1785,0.0021,0.0171,N_def.,N_def.,N_def.,N_def.,150.32,147.93,3922,6814,4355,448.11,148.42,152.7,-7.79,-7.58,5.28,148.42,466.59,149.55,4.48,23.6,-23.92,152.7,149.55,432.29,28.33,5.8,10.02,-7.79,4.48,28.33,127.72,17.53,8.44,-7.58,23.6,5.8,17.53,164.22,-8.12,5.28,-23.92,10.02,8.44,-8.12,161.42,0.0027132,-0.0006408,-0.0007583,0.0003382,0.0002008,-0.0001442,-0.0006408,0.002606,-0.000683,0.0000426,-0.0003632,0.0004291,-0.0007583,-0.000683,0.0028646,-0.000646,0.00002,-0.0002195,0.0003382,0.0000426,-0.000646,0.0081384,-0.000858,-0.0004331,0.0002008,-0.0003632,0.00002,-0.000858,0.0062564,0.0002978,-0.0001442,0.0004291,-0.0002195,-0.0004331,0.0002978,0.0063146
7482,C10Co2Ta2Ti2W2Zr2,ZrTiTaWCoC5,Triclinic,5.417521,5.408351,8.179613,213.909841,9.671,-192.690465,-0.134,-7.549,52.11,557.1,242.77,136.82,345.55,237.98,128.86,327.48,240.37,132.84,336.52,14.948,14.465,20.059,4.369948908,2185.45,1.4596,0.267,0.553,Ductile,-53.37,Ductile,stable,0.329,0.01,0.03,N_def.,N_def.,N_def.,N_def.,152.18,132.8,3707,6572,4124,379.83,159.5,143.78,-11.42,19.24,-17.67,159.5,437.68,149.77,17.09,1.89,-27.76,143.78,149.77,461.31,32.72,24.56,15.32,-11.42,17.09,32.72,106.13,13.35,10.37,19.24,1.89,24.56,13.35,142.76,4.27,-17.67,-27.76,15.32,10.37,4.27,159.97,0.003397,-0.0009843,-0.0007824,0.0007911,-0.0003913,0.0002386,-0.0009843,0.0029073,-0.0006331,-0.0004548,0.0002312,0.0004797,-0.0007824,-0.0006331,0.0026973,-0.0007409,-0.000269,-0.0003994,0.0007911,-0.0004548,-0.0007409,0.0099739,-0.0008894,-0.0005432,-0.0003913,0.0002312,-0.000269,-0.0008894,0.0071874,-0.0001115,0.0002386,0.0004797,-0.0003994,-0.0005432,-0.0001115,0.0064373
