Job_N,Model_FU.,Empirical_FU.,App.Cry.str.,Lat. a[A],Lat. b[A],Lat. c[A],Vol.[A3],Den.[cm3/g],VASP.E[eV/atom],Form.E[eV/atom],Coh.E[eV/atom],ZPE[kJ/mol],DebyeT.[K],Bulk(B_V)[GPa],Shear(G_V)[GPa],Young(E_V)[GPa],Bulk(B_R)[GPa],Shear(G_R)[GPa],Young(E_R)[GPa],Bulk(B_H)[GPa],Shear(G_H)[GPa],Young(E_H)[GPa],Hv:Super-hard(>5GPa),Hv:Polycrystalline,Hv:Single-crystal,F.Toughness(MPam1/2),Melting_P.[K],Min. TC:[W/mK],Poisson's_R,Pugh's_C.[G/B],D/B:,N-Cauchy_P.[GPa],D/B:,Born's_Stability,A(U):Universal_Anisotropy,A(B):Percent_Bulk_Anisotropy,A(G):Percent_Shear_Anisotropy,A(Z):Zener_Anisotropy,A(1):Shear_Anisotropy,A(2):Shear_Anisotropy,A(3):Shear_Anisotropy,Lame's(Lammda)[GPa],Lame's(Mu)[GPa],V_trans[m/s],V_longi[m/s],V_mean[m/s],C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,S11,S12,S13,S14,S15,S16,S21,S22,S23,S24,S25,S26,S31,S32,S33,S34,S35,S36,S41,S42,S43,S44,S45,S46,S51,S52,S53,S54,S55,S56,S61,S62,S63,S64,S65,S66
242_4232,C10Zr2Ta2Ti2Nb2W2,ZrTiTaNbWC5,Orthorhombic,7.075309,7.084212,4.468962,223.997275,9.739,-205.830116,-0.474,-8.06,62.42,667.3,284.36,204.23,494.34,284.09,196.37,478.8,284.22,200.3,486.57,26.349,26.505,30.245,3.568918102,3059.93,2.8322,0.215,0.705,Brittle,19.37,Brittle,stable,0.2011,0.0005,0.0196,N_def.,0.6845,0.6798,0.9034,151.05,200.23,4536,7525,5015,569.95,154.5,108.98,0.01,0.01,-31.75,154.5,582.38,107.93,0.01,0.01,37.68,108.98,107.93,664.05,0.01,0.01,-1.64,0.01,0.01,0.01,173.87,1.54,0,0.01,0.01,0.01,1.54,175.14,0,-31.75,37.68,-1.64,0,0,190.47,0.0019602,-0.0005032,-0.0002389,-0.0000001,-0.0000001,0.0004242,-0.0005032,0.0019236,-0.0002312,-0.0000001,0,-0.0004664,-0.0002389,-0.0002312,0.0015827,-0.0000001,0,0.0000196,-0.0000001,-0.0000001,-0.0000001,0.0057518,-0.0000506,0,-0.0000001,0,0,-0.0000506,0.0057102,0,0.0004242,-0.0004664,0.0000196,0,0,0.0054134
242_3757,C20Zr4Ta4Ti4Nb4Re4,ZrTiTaNbReC5,Orthorhombic,7.056668,7.080458,8.950662,447.204301,9.791,-405.414411,-0.37,-7.898,58.5,625.4,267.08,178.82,438.58,267,173.34,427.51,267.04,176.08,433.04,22.275,22.285,26.588,3.242531257,2805.03,4.2341,0.23,0.659,Brittle,20.76,Brittle,stable,0.1584,0.0001,0.0156,N_def.,0.7526,0.7411,0.8209,149.95,176.03,4241,7160,4698,542.32,139.91,118.87,-0.4,-1.15,-29.75,139.91,538.89,127.76,-2.62,-2.82,37.41,118.87,127.76,549.38,1.83,1.35,1.69,-0.4,-2.62,1.83,160.67,1.38,-1.17,-1.15,-2.82,1.35,1.38,154.29,0.81,-29.75,37.41,1.69,-1.17,0.81,164.46,0.0020713,-0.0004922,-0.0003352,0.0000044,0.0000068,0.0004901,-0.0004922,0.0021141,-0.0003836,0.0000332,0.000041,-0.000566,-0.0003352,-0.0003836,0.0019821,-0.0000294,-0.0000266,0.0000062,0.0000044,0.0000332,-0.0000294,0.0062256,-0.0000549,0.0000379,0.0000068,0.000041,-0.0000266,-0.0000549,0.0064832,-0.0000402,0.0004901,-0.000566,0.0000062,0.0000379,-0.0000402,0.0062981
242_4234,C10Zr2Ta2Ti2Nb2Os2,ZrTiTaNbOsC5,Orthorhombic,7.042181,7.117843,4.459854,223.547361,9.853,-198.636048,-0.284,-7.866,55.87,597.3,271.45,165.2,412.03,269.91,156.36,393.16,270.68,160.78,402.59,18.561,18.233,24.278,3.11937333,2712.68,2.5634,0.252,0.594,Brittle,-19,Ductile,stable,0.2884,0.0028,0.0275,N_def.,0.6372,0.6259,0.905,163.37,160.78,4040,7017,4486,487.93,155.92,112.51,0,0,-28.52,155.92,528.67,146.5,0,0,40.81,112.51,146.5,596.59,0,0,2.9,0,0,0,136.92,-0.53,0,0,0,0,-0.53,130.22,0,-28.52,40.81,2.9,0,0,159.46,0.0023623,-0.0006637,-0.0002854,0,0,0.0005976,-0.0006637,0.0022585,-0.0004261,0,0,-0.0006889,-0.0002854,-0.0004261,0.0018345,0,0,0.0000246,0,0,0,0.0073035,0.00003,0,0,0,0,0.00003,0.0076795,0,0.0005976,-0.0006889,0.0000246,0,0,0.006554
229_21,C10Zr2Ta2Ti2Nb2Ir2,ZrTiTaNbIrC5,Monoclinic,7.049377,7.091218,4.508089,225.338257,9.804,-193.563077,-0.271,-7.753,51.73,553,260.39,147.5,372.22,259.24,126.7,326.84,259.82,137.1,349.53,14.503,13.853,20.702,2.825893816,2559.55,2.3813,0.276,0.528,Ductile,-3.63,Ductile,stable,0.8253,0.0022,0.0759,N_def.,N_def.,N_def.,N_def.,168.76,136.96,3740,6719,4165,471.61,146.09,118.79,0.01,0.01,-33.93,146.09,530.67,142.16,0,0,32.73,118.79,142.16,527.15,0.01,0,-0.4,0.01,0,0.01,142.46,14.75,0,0.01,0,0,14.75,71.37,0,-33.93,32.73,-0.4,0,0,149.54,0.0024585,-0.0006157,-0.0003875,-0.0000001,-0.0000002,0.0006916,-0.0006157,0.0022155,-0.0004592,0.0000001,0,-0.0006259,-0.0003875,-0.0004592,0.0021082,-0.0000001,0.0000001,0.0000182,-0.0000001,0.0000001,-0.0000001,0.0071729,-0.0014829,0.0000001,-0.0000002,0,0.0000001,-0.0014829,0.0143178,-0.0000001,0.0006916,-0.0006259,0.0000182,0.0000001,-0.0000001,0.0069812
242_11953,C10Zr2Ta2Ti2Nb2Pt2,ZrTiTaNbPtC5,Monoclinic,7.038323,7.135154,4.545874,228.266996,9.72,-186.600464,-0.198,-7.499,51.27,548.2,248.84,139.64,352.91,247.57,130.08,332.08,248.2,134.86,342.49,14.798,14.248,20.364,2.745225268,2516.06,2.3466,0.27,0.543,Ductile,-2.57,Ductile,stable,0.3726,0.0026,0.0354,N_def.,N_def.,N_def.,N_def.,158.29,134.84,3726,6637,4146,478.72,142.96,117.11,0,0,-34.11,142.96,485.16,135.8,0,0,6.43,117.11,135.8,483.93,0,0,-4.25,0,0,0,140.39,6.58,0,0,0,0,6.58,95.15,0,-34.11,6.43,-4.25,0,0,112.01,0.0024252,-0.0006102,-0.000409,0,0,0.0007581,-0.0006102,0.002393,-0.0005269,0,0,-0.0003431,-0.000409,-0.0005269,0.0023132,0,0,-0.0000065,0,0,0,0.0071464,-0.0004943,-0.0000001,0,0,0,-0.0004943,0.0105436,-0.0000001,0.0007581,-0.0003431,-0.0000065,-0.0000001,-0.0000001,0.0091778
242_4236,C10Zr2Ta2Ti2Nb2Au2,ZrTiTaNbAuC5,Monoclinic,7.070787,7.415226,4.509665,236.226527,9.419,-177.050737,-0.008,-7.058,47.53,508.1,229.94,120.11,306.89,223.41,108.91,281.07,226.68,114.51,293.98,12.136,11.398,17.291,2.431334733,2403.82,2.1583,0.284,0.505,Ductile,-6.78,Ductile,stable,0.5434,0.0144,0.0489,N_def.,N_def.,N_def.,N_def.,150.52,114.48,3487,6348,3888,453.05,134.91,112.61,0,0,-32.33,134.91,316.96,171.98,0,0,-20.41,112.61,171.98,460.45,0,0,21.66,0,0,0,128.13,2.32,0,0,0,0,2.32,118.02,0,-32.33,-20.41,21.66,0,0,84.06,0.0026167,-0.0008609,-0.0003603,0,0,0.0008903,-0.0008609,0.0043996,-0.0014854,0,0,0.0011199,-0.0003603,-0.0014854,0.002873,0,0,-0.0012395,0,0,0,0.0078072,-0.0001537,0,0,0,0,-0.0001537,0.008476,0,0.0008903,0.0011199,-0.0012395,0,0,0.0128305
229_208,C8Zr2Ta2Ti2Mo2,ZrTiTaMoC4,Orthorhombic,6.337746,6.317071,4.463576,178.70317,8.624,-160.803042,-0.478,-7.809,51.96,694.4,275.02,194.12,471.43,274.35,189.03,461.16,274.69,191.57,466.3,25.202,25.364,28.927,3.429682256,2790.67,2.9614,0.217,0.697,Brittle,-2.06,Ductile,stable,0.1371,0.0012,0.0133,N_def.,0.7776,0.784,1.404,146.9,191.58,4714,7842,5214,507.89,167.84,131.9,0.01,-0.03,-1.11,167.84,505.32,126.93,0.01,-0.01,1.02,131.9,126.93,608.67,0.01,-0.02,4.32,0.01,0.01,0.01,165.78,0.56,0.01,-0.03,-0.01,-0.02,0.56,168.58,0,-1.11,1.02,4.32,0.01,0,237.82,0.0022822,-0.0006688,-0.0003552,-0.0000001,0.0000003,0.0000199,-0.0006688,0.0022843,-0.0003314,-0.0000001,0,-0.0000069,-0.0003552,-0.0003314,0.0017893,0,0.0000001,-0.0000327,-0.0000001,-0.0000001,0,0.0060321,-0.0000201,-0.0000002,0.0000003,0,0.0000001,-0.0000201,0.0059321,0,0.0000199,-0.0000069,-0.0000327,-0.0000002,0,0.0042055
242_3250,C10Mo2Ti2Ta2Zr2Sc2,ScZrTiTaMoC5,Orthorhombic,7.099317,7.109507,4.504892,227.373783,7.61,-194.294349,-0.495,-7.589,66.61,712.1,249.9,181.85,439.05,249.79,178.57,432.61,249.85,180.21,435.83,25.081,25.474,27.212,3.181858426,2666.34,3.0441,0.209,0.721,Brittle,26.05,Brittle,stable,0.0923,0.0002,0.0091,N_def.,0.7538,0.7906,1.006,129.45,180.24,4867,8027,5379,499.17,130.75,105.19,0,-0.01,-22.32,130.75,509.41,112.7,0,0,23.41,105.19,112.7,543.22,0,0,3.78,0,0,0,156.8,0.09,0,-0.01,0,0,0.09,163.51,0,-22.32,23.41,3.78,0,0,187.89,0.0022215,-0.0005134,-0.000326,0,0.0000001,0.0003345,-0.0005134,0.0021878,-0.0003522,0,0,-0.0003265,-0.000326,-0.0003522,0.0019773,0,-0.0000001,-0.0000346,0,0,0,0.0063774,-0.0000034,0,0.0000001,0,-0.0000001,-0.0000034,0.0061158,0,0.0003345,-0.0003265,-0.0000346,0,0,0.0054032
242_3251,C10Mo2Ti2Ta2Zr2V2,ZrTiTaVMoC5,Orthorhombic,7.013269,6.984843,4.415815,216.314698,8.091,-198.384663,-0.426,-7.639,66.35,709.4,266.48,185.99,452.66,264.48,181.06,442.27,265.48,183.53,447.46,24.209,24.383,27.713,3.282555738,2699.37,3.0901,0.219,0.691,Brittle,30.05,Brittle,stable,0.1437,0.0038,0.0134,N_def.,0.7969,0.7462,0.9515,143.04,183.54,4763,7942,5270,479.91,139.68,115.86,0.01,0.01,-18.89,139.68,546.97,128.29,0.01,0.01,42.5,115.86,128.29,603.76,0.01,0.01,-3.42,0.01,0.01,0.01,169.73,2.4,0,0.01,0.01,0.01,2.4,166.81,0,-18.89,42.5,-3.42,0,0,177.81,0.0023377,-0.0005486,-0.0003299,0,-0.0000001,0.0003732,-0.0005486,0.0020926,-0.0003426,0,-0.0000001,-0.000565,-0.0003299,-0.0003426,0.0017928,0,-0.0000001,0.0000813,0,0,0,0.0058928,-0.0000847,0,-0.0000001,-0.0000001,-0.0000001,-0.0000847,0.005996,0,0.0003732,-0.000565,0.0000813,0,0,0.0058002
242_3767,C20Zr4Ta4Ti4Mo4Cr4,ZrTiTaMoCrC5,Orthorhombic,6.977271,6.993987,8.850858,431.911221,8.121,-393.715169,-0.296,-7.379,59.83,639.6,245.03,153.79,381.54,243.4,143.55,359.9,244.22,148.67,370.72,18.065,17.883,22.449,2.832857312,2485.07,4.4611,0.247,0.609,Brittle,12.51,Brittle,stable,0.3634,0.0033,0.0344,N_def.,0.8156,0.6963,0.7246,145.12,148.64,4279,7382,4749,459.29,134.84,119.36,-2.04,-18.56,-48.8,134.84,500.06,117.72,-0.4,1.62,15.42,119.36,117.72,502.13,0.98,6.11,3.26,-2.04,-0.4,0.98,147.35,-0.97,-1.32,-18.56,1.62,6.11,-0.97,133.47,-18.52,-48.8,15.42,3.26,-1.32,-18.52,124.93,0.0026438,-0.0006356,-0.0004943,0.0000526,0.000566,0.0012086,-0.0006356,0.0022773,-0.0003771,-0.0000062,-0.0001746,-0.0005455,-0.0004943,-0.0003771,0.0022014,-0.0000259,-0.0001976,-0.0002336,0.0000526,-0.0000062,-0.0000259,0.0067889,0.0000724,0.0001042,0.000566,-0.0001746,-0.0001976,0.0000724,0.0077772,0.0014017,0.0012086,-0.0005455,-0.0002336,0.0001042,0.0014017,0.0087591
242_3766,C20Zr4Ta4Ti4Mo4Mn4,ZrTiTaMoMnC5,Orthorhombic,6.971046,6.99622,8.864938,432.348209,8.157,-389.40982,-0.241,-7.3,59.46,635.7,230,149.4,368.42,229.82,146.63,362.75,229.91,148.02,365.59,19.19,19.236,22.351,2.743056435,2413.14,4.4154,0.235,0.644,Brittle,4,Brittle,stable,0.0952,0.0004,0.0094,N_def.,0.7638,0.7796,0.9607,131.26,148.01,4261,7239,4722,448.97,128.16,115.82,-2.32,-7.86,-18.59,128.16,431.35,113.45,1.41,1.13,17.17,115.82,113.45,474.82,2.75,5.31,-2.6,-2.32,1.41,2.75,132.16,-2.88,2.34,-7.86,1.13,5.31,-2.88,132.39,1.66,-18.59,17.17,-2.6,2.34,1.66,149.87,0.0025529,-0.0006514,-0.0004673,0.0000586,0.0001724,0.0003804,-0.0006514,0.002653,-0.0004766,-0.0000237,-0.0000377,-0.0003922,-0.0004673,-0.0004766,0.0023358,-0.000055,-0.0001192,0.0000394,0.0000586,-0.0000237,-0.000055,0.0075749,0.0001722,-0.0001111,0.0001724,-0.0000377,-0.0001192,0.0001722,0.0075732,-0.0000631,0.0003804,-0.0003922,0.0000394,-0.0001111,-0.0000631,0.0067679
229_1431,C20Zr4Ta4Ti4Mo4Fe4,ZrTiTaMoFeC5,Triclinic,6.246393,7.009933,10.283349,428.901084,8.237,-383.542868,-0.17,-7.337,54.06,578,236.51,126.57,322.24,217.64,117.03,297.72,227.07,121.8,309.98,13.567,13.005,18.392,2.469560762,2405.24,4.0672,0.272,0.536,Ductile,-48.82,Ductile,stable,0.4943,0.0416,0.0392,N_def.,N_def.,N_def.,N_def.,145.36,121.85,3846,6877,4281,467.15,136.96,177.01,22.88,6.21,-2.05,136.96,349.02,125.62,34.92,1.12,-4.19,177.01,125.62,433.19,34.66,5.4,-0.58,22.88,34.92,34.66,88.14,-7.96,14.24,6.21,1.12,5.4,-7.96,146.84,21.19,-2.05,-4.19,-0.58,14.24,21.19,127.96,0.0026942,-0.0007315,-0.0008815,-0.0000769,-0.0000856,0.000038,-0.0007315,0.0034802,-0.0006308,-0.0009814,-0.0000571,0.000218,-0.0008815,-0.0006308,0.002908,-0.0006866,-0.0001127,0.0000735,-0.0000769,-0.0009814,-0.0006866,0.0123613,0.0009319,-0.0015667,-0.0000856,-0.0000571,-0.0001127,0.0009319,0.0070527,-0.0012755,0.000038,0.000218,0.0000735,-0.0015667,-0.0012755,0.0082088
242_11955,C10Mo2Ti2Ta2Zr2Co2,ZrTiTaMoCoC5,Orthorhombic,6.989229,6.949883,4.455491,216.417954,8.21,-188.938624,-0.148,-7.353,55.76,596.1,239.56,135.13,341.24,236.61,124.94,318.73,238.08,130.04,329.98,14.513,13.993,19.636,2.616839897,2324.55,2.6309,0.269,0.546,Ductile,-13.11,Ductile,stable,0.4203,0.0062,0.0392,N_def.,0.7404,0.505,0.7748,151.4,130.02,3981,7082,4430,393.44,142.97,109.37,-0.38,0.42,-21.99,142.97,475.55,127.75,-0.47,0.41,26.18,109.37,127.75,526.82,-0.45,-0.6,10.56,-0.38,-0.47,-0.45,129.86,8.56,-0.12,0.42,0.41,-0.6,8.56,94.3,-0.06,-21.99,26.18,10.56,-0.12,-0.06,112.93,0.0030125,-0.0008327,-0.0004399,0.0000058,-0.0000125,0.0008209,-0.0008327,0.0025049,-0.0004205,0.0000053,-0.0000108,-0.0007035,-0.0004399,-0.0004205,0.0020952,0.0000032,0.0000167,-0.0001841,0.0000058,0.0000053,0.0000032,0.007747,-0.0007034,0.0000077,-0.0000125,-0.0000108,0.0000167,-0.0007034,0.0106685,0.0000034,0.0008209,-0.0007035,-0.0001841,0.0000077,0.0000034,0.0091951
242_3256,C10Mo2Ti2Ta2Zr2Ni2,ZrTiTaMoNiC5,Monoclinic,6.991481,7.020376,4.457336,218.766207,8.118,-184.941018,-0.106,-7.295,53.58,572.8,226.67,124.22,315.1,221.26,114.68,293.36,223.96,119.45,304.23,13.296,12.72,18.037,2.436894232,2271.7,2.5223,0.274,0.533,Ductile,8.47,Brittle,stable,0.4404,0.0121,0.0399,N_def.,N_def.,N_def.,N_def.,144.76,119.4,3837,6873,4272,383.01,124.04,118.42,-0.02,0.01,-27.43,124.04,375.03,142.29,-0.02,0.01,-7.12,118.42,142.29,512.45,-0.02,0.01,16.59,-0.02,-0.02,-0.02,132.51,9.37,0,0.01,0.01,0.01,9.37,111.94,0,-27.43,-7.12,16.59,0,0,81.42,0.0031145,-0.0008082,-0.0005305,0.0000002,-0.0000002,0.001087,-0.0008082,0.0032053,-0.0007082,0.0000003,-0.0000002,0.0001522,-0.0005305,-0.0007082,0.0022936,0.0000002,-0.0000001,-0.0007081,0.0000002,0.0000003,0.0000002,0.0075918,-0.0006355,0.0000001,-0.0000002,-0.0000002,-0.0000001,-0.0006355,0.0089865,0,0.001087,0.0001522,-0.0007081,0.0000001,0,0.0128065
242_3257,C10Mo2Ti2Ta2Zr2Cu2,ZrTiTaMoCuC5,Monoclinic,7.009223,7.144319,4.452095,222.872988,8.041,-179.61179,-0.013,-7.037,55.58,594.2,227.97,131.91,331.75,226.31,126.68,320.28,227.14,129.3,326.01,15.148,14.774,19.524,2.561242186,2317.24,2.5897,0.261,0.569,Ductile,-3.24,Ductile,stable,0.2138,0.0037,0.0202,N_def.,N_def.,N_def.,N_def.,141.17,129.27,4011,7050,4458,404.53,136.15,108.76,-0.36,0.45,-10.16,136.15,392.79,132.4,-0.38,0.18,12.25,108.76,132.4,499.77,-0.4,0.19,8.77,-0.36,-0.38,-0.4,132.91,9.51,-0.01,0.45,0.18,0.19,9.51,117.92,-0.1,-10.16,12.25,8.77,-0.01,-0.1,102.13,0.0028866,-0.000878,-0.0004031,0.0000049,-0.0000092,0.0004271,-0.000878,0.0030702,-0.0006152,0.0000045,-0.0000011,-0.0004027,-0.0004031,-0.0006152,0.0022544,0.0000041,-0.0000015,-0.0001599,0.0000049,0.0000045,0.0000041,0.0075676,-0.0006104,-0.0000002,-0.0000092,-0.0000011,-0.0000015,-0.0006104,0.0085297,0.0000073,0.0004271,-0.0004027,-0.0001599,-0.0000002,0.0000073,0.0098956
242_3258,C10Mo2Ti2Ta2Zr2Zn2,ZrTiTaMoZnC5,Orthorhombic,7.06414,7.155786,4.462154,225.552051,7.972,-174.705968,-0.03,-6.814,55.91,597.7,223,132.79,332.4,221.56,129.17,324.45,222.28,130.98,328.43,15.9,15.648,19.778,2.555183835,2303.65,2.5891,0.254,0.589,Brittle,2.71,Brittle,stable,0.1466,0.0032,0.0138,N_def.,0.8511,0.8157,0.8113,135.21,130.95,4054,7058,4503,410.24,136.43,117.81,0.01,0,-4.98,136.43,371.97,118.52,0,0,1.46,117.81,118.52,479.29,0,0,-0.19,0.01,0,0,139.14,2.99,0,0,0,0,2.99,125.26,0,-4.98,1.46,-0.19,0,0,103.31,0.0028785,-0.000902,-0.0004845,-0.0000001,0,0.0001506,-0.000902,0.0032011,-0.0005699,0,-0.0000001,-0.0000897,-0.0004845,-0.0005699,0.0023464,0,0,-0.0000109,-0.0000001,0,0,0.0071908,-0.0001714,0,0,-0.0000001,0,-0.0001714,0.0079873,0,0.0001506,-0.0000897,-0.0000109,0,0,0.0096879
242_3261,C10Mo2Ti2Ta2Zr2Y2,YZrTiTaMoC5,Orthorhombic,7.208407,7.252782,4.579517,239.42122,7.837,-191.95456,-0.36,-7.466,59.64,637.6,226.49,155.86,380.34,225.51,151.22,370.77,226,153.54,375.55,20.916,21.169,23.185,2.817434068,2536.45,2.6763,0.223,0.679,Brittle,4.26,Brittle,stable,0.1578,0.0022,0.0151,N_def.,0.6561,0.8217,1.0108,123.61,153.54,4427,7415,4900,485.58,121.43,101.55,0.11,-0.01,-23.66,121.43,409.02,107.02,0.04,-0.03,15.57,101.55,107.02,483.81,-0.13,-0.02,1.37,0.11,0.04,-0.13,125.69,-10.85,-0.03,-0.01,-0.03,-0.02,-10.85,139.44,0,-23.66,15.57,1.37,-0.03,0,164.7,0.0023035,-0.0006071,-0.0003503,-0.0000022,-0.0000002,0.0003912,-0.0006071,0.0027646,-0.0004831,-0.000001,0.0000003,-0.0003445,-0.0003503,-0.0004831,0.0022474,0.0000029,0.0000004,-0.0000234,-0.0000022,-0.000001,0.0000029,0.0080102,0.0006234,0.0000015,-0.0000002,0.0000003,0.0000004,0.0006234,0.0072199,0.0000001,0.0003912,-0.0003445,-0.0000234,0.0000015,0.0000001,0.0061605
242_4226,C10Zr2Ta2Ti2Nb2Mo2,ZrTiTaNbMoC5,Orthorhombic,7.0837,7.082073,4.466703,224.079442,8.432,-201.885932,-0.478,-7.854,65.88,704.3,277.68,196.44,476.87,277.11,189.85,463.67,277.39,193.15,470.27,25.307,25.453,29.166,3.462486533,2901.81,3.0161,0.217,0.696,Brittle,20.16,Brittle,stable,0.1756,0.001,0.0171,N_def.,0.7392,0.6861,0.9239,148.15,193.21,4786,7964,5293,530.53,153.28,114.73,0.01,0,-24.41,153.28,574.07,110.49,0.01,0,39.79,114.73,110.49,637.48,0.01,0,-3.92,0.01,0.01,0.01,173.44,1.8,0,0,0,0,1.8,169.91,0,-24.41,39.79,-3.92,0,0,184.32,0.0021202,-0.0005382,-0.0002859,-0.0000001,0,0.0003909,-0.0005382,0.001968,-0.0002473,-0.0000001,0,-0.0005014,-0.0002859,-0.0002473,0.0016633,-0.0000001,0,0.0000509,-0.0000001,-0.0000001,-0.0000001,0.0057663,-0.0000612,0,0,0,0,-0.0000612,0.0058862,0,0.0003909,-0.0005014,0.0000509,0,0,0.0055865
242_3764,C20Zr4Ta4Ti4Mo4Tc4,ZrTiTaMoTcC5,Orthorhombic,7.043506,7.045234,8.918811,442.573569,8.629,-396.100416,-0.273,-7.647,58.61,626.6,243.17,156.75,387.08,243.07,152.1,377.56,243.12,154.43,382.32,19.461,19.422,23.319,2.89243601,2533.88,4.3006,0.238,0.635,Brittle,-1.54,Ductile,stable,0.1533,0.0002,0.0151,N_def.,0.7062,0.7383,0.8786,140.27,154.41,4231,7214,4690,479.71,131.52,118.66,2.12,-5.93,-25.33,131.52,482.09,116.26,1.66,0.49,26.39,118.66,116.26,493.83,4.39,1.65,-7.12,2.12,1.66,4.39,129.98,-2.47,1.69,-5.93,0.49,1.65,-2.47,137.21,1.89,-25.33,26.39,-7.12,1.69,1.89,153.48,0.0023731,-0.0005695,-0.0004295,-0.0000211,0.000103,0.0004687,-0.0005695,0.0023609,-0.0004264,0,-0.0000208,-0.0005194,-0.0004295,-0.0004264,0.0022308,-0.0000652,-0.0000465,0.0001072,-0.0000211,0,-0.0000652,0.0076998,0.0001397,-0.000093,0.000103,-0.0000208,-0.0000465,0.0001397,0.0072965,-0.000073,0.0004687,-0.0005194,0.0001072,-0.000093,-0.000073,0.0066889
242_3762,C20Zr4Ta4Ti4Mo4Ru4,ZrTiTaMoRuC5,Orthorhombic,7.019892,7.061114,8.897744,441.035287,8.692,-388.709487,-0.199,-7.588,56.6,605.1,253.18,147.37,370.27,252.52,140.51,355.58,252.85,143.94,362.93,16.343,15.926,21.735,2.846150008,2548.79,4.1837,0.261,0.569,Ductile,-17.38,Ductile,stable,0.2467,0.0013,0.0238,N_def.,0.6614,0.5973,0.8272,157.15,143.91,4070,7155,4524,471.1,139.11,127.96,3.87,-6.95,-15.25,139.11,490.85,130.78,-0.99,0.1,25.56,127.96,130.78,520.99,4.58,-7.07,4.29,3.87,-0.99,4.58,121.73,1.45,-1.68,-6.95,0.1,-7.07,1.45,112.04,3.7,-15.25,25.56,4.29,-1.68,3.7,141.4,0.0024336,-0.0005895,-0.0004508,-0.0000613,0.0001114,0.000379,-0.0005895,0.0023467,-0.0004415,0.0000485,-0.0000516,-0.0004725,-0.0004508,-0.0004415,0.0021434,-0.0000717,0.0001099,-0.0000375,-0.0000613,0.0000485,-0.0000717,0.0082225,-0.0001177,0.0000878,0.0001114,-0.0000516,0.0001099,-0.0001177,0.0089483,-0.0002175,0.000379,-0.0004725,-0.0000375,0.0000878,-0.0002175,0.0072063
242_3763,C20Zr4Ta4Ti4Mo4Rh4,ZrTiTaMoRhC5,Orthorhombic,7.01395,7.053979,8.968511,443.709562,8.667,-379.510059,-0.167,-7.44,54.51,582.8,244.89,136.46,345.25,244.15,130.31,331.88,244.52,133.38,338.56,14.745,14.21,20.14,2.696967313,2386.62,4.0296,0.269,0.545,Ductile,-20.44,Ductile,stable,0.239,0.0015,0.0231,N_def.,0.6983,0.6481,0.8456,155.34,133.4,3924,6983,4366,441.42,130.97,140.24,1.04,-12.94,-21.92,130.97,472.27,137.84,9.81,-6.87,29.55,140.24,137.84,472.24,2.76,4.53,0.35,1.04,9.81,2.76,110.53,-3.32,-0.78,-12.94,-6.87,4.53,-3.32,108.36,1.17,-21.92,29.55,0.35,-0.78,1.17,137.78,0.0026757,-0.0005906,-0.0006259,0.000056,0.0003039,0.0005517,-0.0005906,0.0024868,-0.0005499,-0.0002027,0.0001106,-0.0006281,-0.0006259,-0.0005499,0.002466,-0.0000131,-0.0002132,0.0000139,0.000056,-0.0002027,-0.0000131,0.0090739,0.0002716,0.0001018,0.0003039,0.0001106,-0.0002132,0.0002716,0.0092895,-0.000052,0.0005517,-0.0006281,0.0000139,0.0001018,-0.000052,0.0074813
242_3265,C10Mo2Ti2Ta2Zr2Pd2,ZrTiTaMoPdC5,Monoclinic,7.082836,7.102495,4.494997,226.106083,8.555,-183.536075,-0.06,-7.111,51.66,552.3,226.53,122.42,311.2,223.59,116.78,298.4,225.06,119.6,304.8,13.251,12.663,18.06,2.4578863,2229.81,2.3928,0.274,0.531,Ductile,-10.75,Ductile,stable,0.2546,0.0065,0.0236,N_def.,N_def.,N_def.,N_def.,145.03,119.62,3740,6706,4164,378.56,131.04,117.06,0,0,-17.93,131.04,386.73,141.92,0,0,-1.43,117.06,141.92,493.42,0,0,19.42,0,0,0,120.29,6.96,0,0,0,0,6.96,107.97,0,-17.93,-1.43,19.42,0,0,94.28,0.0031362,-0.0008688,-0.0005213,0,0,0.0006907,-0.0008688,0.0031361,-0.0006969,0,0,0.0000258,-0.0005213,-0.0006969,0.0023744,0,0,-0.0005988,0,0,0,0.0083445,-0.0005382,0,0,0,0,-0.0005382,0.0092964,0,0.0006907,0.0000258,-0.0005988,0,0,0.0108614
